,access_right,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,notes,prereserve_doi,publication_date,publication_type,references,title,upload_type,files;
"10,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'bitGilde IT Solutions UG, Deutschland', 'name': 'Loebel, Jens-Martin'}, {'affiliation': 'bitGilde IT Solutions UG, Deutschland', 'name': 'Kuper, Heinz-Günter'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623206,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623206', 'recid': 4623206}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Semantische Anreicherung von Bildnetzwerken mit HyperImage und Yenda – Das Hachiman Digital Handscrolls Projekt,publication,['LOEBEL_Jens-Martin_Semantische_Anreicherung_von_Bildnetzwerken_mit_HyperImage_und_Yenda_Das_Hachiman_Digital_Handscralls_Projekt.pdf']";
"11,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'SUB Göttingen', 'name': 'Söring, Sibylle'}, {'affiliation': 'SUB Göttingen', 'name': 'Schmunk, Stefan'}, {'affiliation': 'Salomon-Ludwig-Steinheim-Institut für deutsch-jüdische Geschichte, Essen', 'name': 'Lordick, Harald'}, {'affiliation': 'Universität Köln, Historisch-Kulturwissenschaftliche Informationsverarbeitung', 'name': 'Graf, Jochen'}, {'affiliation': 'Max Planck-Institut für Wissenschaftsgeschichte, Berlin', 'name': 'Casties, Robert'}, {'affiliation': 'SUB Göttingen', 'name': 'Veentjer, Ubbo'}, {'affiliation': 'Friedrich-Wilhelms-Universität Bonn, Institut f. Archäologie und Kulturanthropologie', 'name': 'Prager, Christian'}, {'affiliation': 'Friedrich-Wilhelms-Universität Bonn, Institut f. Archäologie und Kulturanthropologie', 'name': 'Sachse, Frauke'}, {'affiliation': 'Zentral- und Landesbibliothek Berlin', 'name': 'Dürr, Michael'}, {'affiliation': 'Friedrich-Wilhelms-Universität Bonn, Institut f. Archäologie und Kulturanthropologie', 'name': 'Klingler, Christian'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623208,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623208', 'recid': 4623208}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Das Wissen der Bilder. Spielarten des digitalen Annotierens,publication,['LORDICK_Harald_Das_Wissen_der_Bilder_Spielarten_des_digitalen_Annotierens.pdf']";
"12,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Passau, Deutschland', 'name': 'Howanitz, Gernot'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623210,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623210', 'recid': 4623210}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Distant Waching. Ein quantitativer Zugang zu YouTube-Videos,publication,['150225_Kunstgeschichte_I_2_Howanitz-Distant_Watching-381084.pdf']";
"13,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Heidelberg', 'name': 'Mara, Hubert'}, {'affiliation': 'Universität Heidelberg', 'name': 'Bogacz, Bartosz'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623212,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623212', 'recid': 4623212}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Geometrische Verfahren als Brücke zwischen Text und Objekt,publication,['MARA_Hubert_Geometrische_Verfahren_als_Br�cke_zwischen_Text_und_Objekt.pdf']";
"14,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Institut für Informatik, Human-Centered Computing, Freie Universität Berlin', 'name': 'Müller-Birn, Claudia'}, {'affiliation': 'Max-Planck-Institut fuer Wissenschaftsgeschichte, Forschungsprogramm  Geschichte der  Max-Planck-Gesellschaft', 'name': 'Schmaltz, Florian'}, {'affiliation': 'Institut für Informatik, Human-Centered Computing, Freie Universität Berlin', 'name': 'Klüwer, Tina'}, {'affiliation': 'Max-Planck-Institut fuer Wissenschaftsgeschichte, Forschungsprogramm  Geschichte der  Max-Planck-Gesellschaft', 'name': 'Stiller, Juliane'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623214,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623214', 'recid': 4623214}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],""neonion – Kollaboratives, semantisches Annotieren von Dokumenten als Mehrwert für das Forschen in den Geisteswissenschaften und der Informatik"",publication,['MšLLER-BIRN_Claudia_neonion_Kollaboratives_semanitsches_Annotieren_von_Dokumenten_als_Mehrwert_f�r_das_Forschen_in_den_Geisteswissenschaften_und_der_Informatik.pdf']";
"15,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Centrum für Informations- und Sprachverarbeitung, in Zusammenarbeit mit dem Lehrstuhl II der Fakultät für Philosophie, Wissenschaftstheorie und Religionswissenschaft, LMU München', 'name': 'Nedo, Michael'}, {'affiliation': 'Centrum für Informations- und Sprachverarbeitung, in Zusammenarbeit mit dem Lehrstuhl II der Fakultät für Philosophie, Wissenschaftstheorie und Religionswissenschaft, LMU München', 'name': 'Bruder, Daniel'}, {'affiliation': 'Centrum für Informations- und Sprachverarbeitung, in Zusammenarbeit mit dem Lehrstuhl II der Fakultät für Philosophie, Wissenschaftstheorie und Religionswissenschaft, LMU München', 'name': 'Zambito, Pascal'}, {'affiliation': 'Centrum für Informations- und Sprachverarbeitung, in Zusammenarbeit mit dem Lehrstuhl II der Fakultät für Philosophie, Wissenschaftstheorie und Religionswissenschaft, LMU München', 'name': 'Hadersbeck, Maximilian'}, {'affiliation': 'Centrum für Informations- und Sprachverarbeitung, in Zusammenarbeit mit dem Lehrstuhl II der Fakultät für Philosophie, Wissenschaftstheorie und Religionswissenschaft, LMU München', 'name': 'Rothhaupt, Josef'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623216,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623216', 'recid': 4623216}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Vernetzte Datenstrukturen als Grundlage philosophischer Erkenntnisse. Technische Umsetzung und eine exemplarische Anwendung anhand des elektronischen Apparats der WIENER AUSGABE,publication,['NEDO_Michael_Vernetzte_Datenstrukturen_als_Grundlage_philosophischer_Erkenntnisse.pdf']";
"16,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Sonic Linguistics, Griechenland', 'name': 'Paraskevoudi, Nadia'}, {'affiliation': 'Sonic Linguistics, Griechenland', 'name': 'Alexandropoulos, Timos'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623218,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623218', 'recid': 4623218}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Sonic materialization of linguistic data,publication,['PARASKEVOUDI_Nadia_Sonic_materialization_of_linguistic_data.pdf']";
"17,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Uni Würzburg', 'name': 'Pernes, Stefan'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623220,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623220', 'recid': 4623220}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],""Big, complex, heterogeneous.. Laufende Projekte aus dem Arbeitsbereich Big Data in den Geisteswissenschaften in DARIAH-DE"",publication,['PERNES_Stefan_Big_complex_heterogeneous_Laufende_Projekte_aus_dem.pdf']";
"18,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Wien, Österreich', 'name': 'Peter, Birgit'}, {'affiliation': 'Universität Wien, Österreich', 'name': 'Illmayer, Klaus'}, {'affiliation': 'Universität Wien, Österreich', 'name': 'Löcker, Johannes A.'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623222,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623222', 'recid': 4623222}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Digitalisierung eines NS-Bildarchivs – Konstruktion von NS-Lebenswelt,publication,['PETER_Birgit_Digitalisierung_eines_NS-Bildarchivs_Konstruktion_von_NS-Lebenswelt.pdf']";
"19,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Leipzig', 'name': 'Pfeil, Patrick'}, {'affiliation': 'Medienzentrum, TU Dresden', 'name': 'Herbst, Sabrina'}, {'affiliation': 'Universität Leipzig', 'name': 'Willkommen, Corina'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623224,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623224', 'recid': 4623224}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],""Digital Humanities in der Hochschullehre – Erfahrungen aus dem Lern-Lehr-Projekt """"Digitale Medien in den Geisteswissenschaften in Lehre und Forschung"""""",publication,['PFEIL_Patrick_Digital_Humanities_in_der_Hochschullehre_Erfahrungen_aus_dem_Lern-Lehr-Projekt.pdf']";
"20,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Leibniz Universität Hannover, Deutschland', 'name': 'Philipps, Axel'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623226,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623226', 'recid': 4623226}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Visualisierung von Kultur im Web,publication,['PHILIPPS_Axel_Visualisierung_von_Kultur_im_Web.pdf']";
"21,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Leibniz-Institut für Europäische Geschichte, Deutschland', 'name': 'Piotrowski, Michael'}, {'affiliation': 'Hochschule Mainz, Deutschland', 'name': 'Thiery, Florian'}, {'affiliation': 'Hochschule Mainz, Deutschland', 'name': 'Bruhn, Kai-Christian'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623228,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623228', 'recid': 4623228}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Das Labeling System – ein freier Baukasten für kontrollierte Vokabulare,publication,['PIOTROWSKI_Michael_Das_Labeling_System_ein_freier_Baukasten_f�r_kontrollierte_Vokabulare.pdf']";
"22,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Institut für Empirische Sprachwissenschaft, Goethe-Universität Frankfurt', 'name': 'Pourtskhvanidze, Zakharia'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623230,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623230', 'recid': 4623230}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Statistisch gestützte Visualisierung von Informationsgliederungen in den Bundestagsreden,publication,['POURTSKHVANIDZE_Zakharia_Visualisierung_von_Informationsgliederungen.pdf']";
"23,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Ludwig-Maximilians-Universität München, Deutschland', 'name': 'von Pippich, Waltraud'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623232,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623232', 'recid': 4623232}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Farbe und Maß. Die Fibonacci-Zahlen in der Kunstgeschichte,publication,['150225_Kunstgeschichte_I_3_von_Pippich-Farbe_und_Ma·_Die_Fibonacci-Zahlen_in_der_Kunstgeschichte-1721060.pdf']";
"24,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Stuttgart, Deutschland', 'name': 'Reiter, Nils'}, {'affiliation': 'Universität Heidelberg, Deutschland', 'name': 'Frank, Anette'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623234,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623234', 'recid': 4623234}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Computerlinguistische Verfahren zur Aufdeckung struktureller Ähnlichkeiten in Narrativen,publication,['REITER_Nils_Computerlinguistische_Verfahren_zur_Aufdeckung_struktureller_\x8ehnlichkeiten_in_Narrativen.pdf']";
